player_id,season,week,passing_yards
00-0034857,2025,10,306.0
00-0034857,2025,11,317.0
00-0034857,2022,6,329.0
00-0034857,2020,7,307.0
00-0034857,2021,9,264.0
00-0034857,2023,7,265.0
00-0034857,2024,3,263.0
00-0034857,2024,17,182.0
00-0033106,2020,3,321.0
00-0033106,2021,13,296.0
00-0033106,2022,2,256.0
00-0033106,2022,8,321.0
00-0035100,2023,14,275.0
00-0019596,2021,11,307.0
00-0019596,2022,2,190.0
00-0019596,2022,19,351.0
00-0034438,2021,9,0.0
